customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,AvgMonthlySpend,NumServices,HighRiskContract,AutoPayment,FiberOpticUser,FamilyCustomer,SeniorHighCharges,LongTermCustomer,ServiceValueScore
9489-DEDVP,Female,0,1,1,70,1,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,1,Credit card (automatic),69.2,4872.35,0,4-6 Years,69.605,4,0,1,0,1,0.0,1,0.057803468208092484
9867-JCZSP,Female,0,1,1,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.75,418.25,0,1-2 Years,24.602941176470587,0,0,0,0,1,0.0,0,0.0
4671-VJLCL,Female,0,0,0,63,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Credit card (automatic),79.85,4861.45,0,4-6 Years,77.16587301587302,6,0,1,0,0,0.0,1,0.07514088916718849
4080-IIARD,Female,0,1,0,13,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,76.2,981.45,0,1-2 Years,75.49615384615385,5,1,0,0,1,0.0,0,0.06561679790026247
3714-NTNFO,Female,0,0,0,49,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.5,3906.7,0,4-6 Years,79.72857142857143,2,1,0,1,0,0.0,1,0.023668639053254437
5948-UJZLF,Male,0,0,0,2,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,49.25,97.0,0,0-1 Year,48.5,1,1,0,0,0,0.0,0,0.02030456852791878
7760-OYPDY,Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.65,144.15,1,0-1 Year,72.075,1,1,0,1,0,0.0,0,0.01239925604463732
7639-LIAYI,Male,0,0,0,52,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),79.75,4217.8,0,4-6 Years,81.11153846153846,5,0,1,0,0,0.0,1,0.06269592476489028
2954-PIBKO,Female,0,1,1,69,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),64.15,4254.1,0,4-6 Years,61.6536231884058,4,0,1,0,1,0.0,1,0.06235385814497271
8012-SOUDQ,Female,1,0,0,43,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,90.25,3838.75,0,2-4 Years,89.27325581395348,3,1,0,1,0,90.25,1,0.0332409972299169
9420-LOJKX,Female,0,0,0,15,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.1,1426.4,1,1-2 Years,95.09333333333332,4,1,1,1,0,0.0,0,0.04036326942482341
6575-SUVOI,Female,1,1,0,25,1,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),69.5,1752.65,0,2-4 Years,70.10600000000001,4,1,1,0,1,69.5,1,0.05755395683453238
7495-OOKFY,Female,1,1,0,8,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),80.65,633.3,1,0-1 Year,79.1625,2,1,1,1,1,80.65,0,0.02479851208927464
4667-QONEA,Female,1,1,1,60,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),74.85,4456.35,0,4-6 Years,74.27250000000001,5,0,1,0,1,74.85,1,0.06680026720106881
1658-BYGOY,Male,1,0,0,18,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.45,1752.55,1,1-2 Years,97.36388888888888,3,1,0,1,0,95.45,0,0.03143006809848088
8769-KKTPH,Female,0,1,1,63,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,1,Credit card (automatic),99.65,6311.2,0,4-6 Years,100.17777777777778,4,0,1,1,1,0.0,1,0.04014049172102358
5067-XJQFU,Male,1,1,1,66,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,108.45,7076.35,0,4-6 Years,107.21742424242424,6,0,0,1,1,108.45,1,0.05532503457814661
3957-SQXML,Female,0,1,1,34,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.95,894.3,0,2-4 Years,26.302941176470583,1,0,1,0,1,0.0,1,0.04008016032064128
5954-BDFSG,Female,0,0,0,72,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),107.5,7853.7,0,4-6 Years,109.07916666666668,5,0,1,1,0,0.0,1,0.046511627906976744
0434-CSFON,Female,0,1,0,47,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.5,4707.1,0,2-4 Years,100.15106382978723,4,1,0,1,1,0.0,1,0.03980099502487562
1215-FIGMP,Male,0,0,0,60,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.9,5450.7,0,4-6 Years,90.845,3,1,1,1,0,0.0,1,0.03337041156840934
0526-SXDJP,Male,0,1,0,72,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Bank transfer (automatic),42.1,2962.0,0,4-6 Years,41.138888888888886,3,0,1,0,1,0.0,1,0.07125890736342043
0557-ASKVU,Female,0,1,1,18,1,No,DSL,No,No,Yes,Yes,No,No,One year,1,Credit card (automatic),54.4,957.1,0,1-2 Years,53.172222222222224,2,0,1,0,1,0.0,0,0.03676470588235294
5698-BQJOH,Female,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,94.4,857.25,1,0-1 Year,95.25,3,1,0,1,0,0.0,0,0.03177966101694915
5122-CYFXA,Female,0,0,0,3,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,75.3,244.1,0,0-1 Year,81.36666666666666,4,1,0,0,0,0.0,0,0.05312084993359894
8627-ZYGSZ,Male,0,1,0,47,1,Yes,Fiber optic,No,Yes,No,No,No,No,One year,1,Electronic check,78.9,3650.35,0,2-4 Years,77.66702127659575,2,0,0,1,1,0.0,1,0.025348542458808618
3410-YOQBQ,Female,0,0,0,31,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,79.2,2497.2,0,2-4 Years,80.55483870967741,5,0,0,0,0,0.0,1,0.06313131313131314
3170-NMYVV,Female,0,1,1,50,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.15,930.9,0,4-6 Years,18.618,0,0,1,0,1,0.0,1,0.0
7410-OIEDU,Male,0,0,0,10,1,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,79.85,887.35,0,0-1 Year,88.735,2,1,0,1,0,0.0,0,0.025046963055729496
2273-QCKXA,Male,0,0,0,1,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,49.05,49.05,0,0-1 Year,49.05,1,1,0,0,0,0.0,0,0.020387359836901122
0731-EBJQB,Female,0,1,1,52,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,20.4,1090.65,0,4-6 Years,20.974038461538463,0,0,0,0,1,0.0,1,0.0
1891-QRQSA,Male,1,1,1,64,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),111.6,7099.0,0,4-6 Years,110.921875,6,0,1,1,1,111.6,1,0.053763440860215055
8028-PNXHQ,Male,0,1,1,62,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.25,1424.6,0,4-6 Years,22.97741935483871,1,0,1,0,1,0.0,1,0.041237113402061855
5630-AHZIL,Female,0,0,1,3,1,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),64.5,177.4,0,0-1 Year,59.13333333333333,3,1,1,0,1,0.0,0,0.046511627906976744
2673-CXQEU,Female,1,0,0,56,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,0,Electronic check,110.5,6139.5,0,4-6 Years,109.63392857142856,6,0,0,1,0,110.5,1,0.05429864253393665
6416-JNVRK,Female,0,0,0,46,1,No,DSL,No,No,No,No,No,Yes,One year,0,Credit card (automatic),55.65,2688.85,0,2-4 Years,58.45326086956521,1,0,1,0,0,0.0,1,0.017969451931716084
5590-ZSKRV,Female,0,1,1,8,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,54.65,482.25,0,0-1 Year,60.28125,2,1,0,0,1,0.0,0,0.036596523330283626
0191-ZHSKZ,Male,1,0,0,30,1,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,74.75,2111.3,0,2-4 Years,70.37666666666668,4,1,0,0,0,74.75,1,0.05351170568561873
3887-PBQAO,Female,0,1,1,45,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),25.9,1216.6,0,2-4 Years,27.035555555555558,1,0,1,0,1,0.0,1,0.03861003861003861
5919-TMRGD,Female,0,0,1,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.35,79.35,1,0-1 Year,79.35,1,1,0,1,1,0.0,0,0.012602394454946441
8108-UXRQN,Female,0,1,1,11,0,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,50.55,565.35,0,0-1 Year,51.39545454545455,3,1,0,0,1,0.0,0,0.05934718100890208
9191-MYQKX,Female,0,1,0,7,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),75.15,496.9,1,0-1 Year,70.98571428571428,1,1,1,1,1,0.0,0,0.01330671989354624
9919-YLNNG,Female,0,0,0,42,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.8,4327.5,0,2-4 Years,103.03571428571428,5,1,1,1,0,0.0,1,0.04816955684007707
0318-ZOPWS,Female,0,1,0,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.15,973.35,0,4-6 Years,19.864285714285717,0,0,1,0,1,0.0,1,0.0
4445-ZJNMU,Male,0,0,0,9,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.3,918.75,0,0-1 Year,102.08333333333331,4,1,1,1,0,0.0,0,0.04028197381671702
4808-YNLEU,Female,0,1,0,35,1,No,DSL,Yes,No,No,No,Yes,No,One year,1,Bank transfer (automatic),62.15,2215.45,0,2-4 Years,63.29857142857142,2,0,1,0,1,0.0,1,0.032180209171359615
1862-QRWPE,Female,0,1,1,48,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.65,1057.0,0,2-4 Years,22.02083333333333,0,0,1,0,1,0.0,1,0.0
2796-NNUFI,Female,0,1,1,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.95,927.1,0,2-4 Years,20.15434782608696,0,0,0,0,1,0.0,1,0.0
3016-KSVCP,Male,0,1,0,29,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,33.75,1009.25,0,2-4 Years,34.80172413793103,1,1,0,0,1,0.0,1,0.02962962962962963
4767-HZZHQ,Male,0,1,1,30,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),82.05,2570.2,0,2-4 Years,85.67333333333333,2,1,1,1,1,0.0,1,0.02437538086532602
2424-WVHPL,Male,1,0,0,1,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,74.7,74.7,0,0-1 Year,74.7,1,1,0,1,0,74.7,0,0.013386880856760375
7233-PAHHL,Male,0,1,1,66,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,84.0,5714.25,0,4-6 Years,86.57954545454545,6,0,0,0,1,0.0,1,0.07142857142857142
6067-NGCEU,Female,0,0,0,65,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),111.05,7107.0,0,4-6 Years,109.33846153846154,6,1,1,1,0,0.0,1,0.0540297163439892
9848-JQJTX,Male,0,0,0,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),100.9,7459.05,0,4-6 Years,103.59791666666666,5,0,1,1,0,0.0,1,0.049554013875123884
8637-XJIVR,Female,0,0,0,12,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,78.95,927.35,1,0-1 Year,77.27916666666667,2,1,0,1,0,0.0,0,0.025332488917036097
9803-FTJCG,Male,0,1,1,71,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,1,Credit card (automatic),66.85,4748.7,0,4-6 Years,66.8830985915493,4,0,1,0,1,0.0,1,0.05983545250560958
0278-YXOOG,Male,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,21.05,113.85,1,0-1 Year,22.77,0,1,0,0,0,0.0,0,0.0
3212-KXOCR,Male,0,0,0,52,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),21.0,1107.2,0,4-6 Years,21.29230769230769,0,0,1,0,0,0.0,1,0.0
4598-XLKNJ,Female,1,1,0,25,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.5,2514.5,1,2-4 Years,100.58,4,1,0,1,1,98.5,1,0.04060913705583756
6380-ARCEH,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.2,20.2,0,0-1 Year,20.2,0,1,0,0,0,0.0,0,0.0
3679-XASPY,Female,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.45,19.45,0,0-1 Year,19.45,0,1,0,0,1,0.0,0,0.0
7123-WQUHX,Male,0,0,0,38,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),95.0,3605.6,0,2-4 Years,94.88421052631578,4,0,1,1,0,0.0,1,0.042105263157894736
5386-THSLQ,Female,1,1,0,66,0,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,0,Bank transfer (automatic),45.55,3027.25,0,4-6 Years,45.86742424242424,3,0,1,0,1,45.55,1,0.06586169045005488
3192-NQECA,Male,0,1,0,68,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),110.0,7611.85,1,4-6 Years,111.93897058823528,6,0,1,1,1,0.0,1,0.05454545454545454
6180-YBIQI,Male,0,0,0,5,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,24.3,100.2,0,0-1 Year,20.04,0,1,0,0,0,0.0,0,0.0
6728-DKUCO,Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,104.15,7303.05,0,4-6 Years,101.43125,5,0,0,1,1,0.0,1,0.04800768122899664
9750-BOOHV,Female,0,0,0,32,0,No phone service,DSL,Yes,No,No,No,No,No,One year,0,Mailed check,30.15,927.65,0,2-4 Years,28.9890625,1,0,0,0,0,0.0,1,0.03316749585406302
8597-CWYHH,Male,0,0,0,43,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Mailed check,94.35,3921.3,0,2-4 Years,91.19302325581396,3,0,0,1,0,0.0,1,0.031796502384737683
2848-YXSMW,Male,0,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.4,1363.25,0,4-6 Years,18.93402777777778,0,0,1,0,1,0.0,1,0.0
0486-HECZI,Male,0,1,0,55,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,96.75,5238.9,1,4-6 Years,95.25272727272728,4,1,0,1,1,0.0,1,0.041343669250646
4549-ZDQYY,Female,0,0,0,52,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,0,Credit card (automatic),57.95,3042.25,0,4-6 Years,58.50480769230769,3,0,1,0,0,0.0,1,0.05176876617773943
5712-AHQNN,Female,0,0,0,43,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,91.65,3954.1,0,2-4 Years,91.95581395348836,3,1,0,1,0,0.0,1,0.03273322422258592
4846-WHAFZ,Female,1,1,0,37,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.5,2868.15,1,2-4 Years,77.51756756756757,1,1,0,1,1,76.5,1,0.013071895424836602
5256-SKJGO,Female,0,1,1,64,0,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,54.6,3423.5,0,4-6 Years,53.4921875,4,0,0,0,1,0.0,1,0.07326007326007326
3071-VBYPO,Male,0,1,1,3,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,89.85,248.4,0,0-1 Year,82.8,3,1,0,1,1,0.0,0,0.033388981636060105
9560-BBZXK,Female,0,0,0,36,0,No phone service,DSL,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),31.05,1126.35,0,2-4 Years,31.2875,1,0,1,0,0,0.0,1,0.0322061191626409
5299-RULOA,Female,0,1,1,10,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.25,1064.65,1,0-1 Year,106.465,4,1,0,1,1,0.0,0,0.0399002493765586
8402-OOOHJ,Female,0,0,0,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.65,835.15,0,2-4 Years,20.36951219512195,0,0,0,0,0,0.0,1,0.0
